loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies
24000,24000,24000, 36 months,15.96%,843.3,C,C5,8 years,MORTGAGE,90000,Source Verified,Dec-11,Charged Off,home_improvement,927xx,CA,9.17,0,Jun-95,1,NA,9,0,30952,71.20%,23,0
10625,10625,10625, 36 months,7.51%,330.56,A,A3,5 years,MORTGAGE,23000,Not Verified,Dec-11,Fully Paid,medical,970xx,OR,18.89,0,Feb-05,1,NA,9,0,7114,43.40%,21,0
5000,5000,5000, 36 months,14.65%,172.48,C,C3,2 years,RENT,24000,Source Verified,Dec-11,Fully Paid,debt_consolidation,150xx,PA,18.3,0,Nov-05,2,24,5,0,2429,33.30%,9,0
8850,8850,8850, 36 months,6.62%,271.73,A,A2,10+ years,RENT,62000,Source Verified,Dec-11,Fully Paid,credit_card,211xx,MD,17.71,0,Sep-98,0,NA,7,0,9466,35.90%,19,0
6375,6375,6375, 36 months,7.51%,198.34,A,A3,4 years,RENT,44000,Source Verified,Dec-11,Fully Paid,debt_consolidation,303xx,GA,4.8,0,Nov-00,0,NA,7,0,6324,58%,11,0
6000,6000,6000, 36 months,11.71%,198.46,B,B3,1 year,RENT,90000,Not Verified,Dec-11,Fully Paid,credit_card,070xx,NJ,2.97,1,May-07,0,16,10,0,8489,56.60%,23,0
11100,11100,11100, 36 months,6.62%,340.82,A,A2,10+ years,RENT,41000,Verified,Dec-11,Charged Off,credit_card,194xx,PA,29.85,0,Jan-91,1,NA,8,0,17518,62.30%,18,0
10000,10000,10000, 60 months,12.69%,225.95,B,B5,2 years,MORTGAGE,56000,Source Verified,Dec-11,Fully Paid,debt_consolidation,923xx,CA,10.82,0,Apr-00,1,NA,11,0,10081,31.20%,18,0
6200,6200,6200, 36 months,6.03%,188.71,A,A1,5 years,MORTGAGE,26500,Not Verified,Dec-11,Fully Paid,small_business,263xx,WV,18.2,0,Jun-00,0,NA,6,0,2982,16%,18,0
15000,15000,15000, 36 months,18.64%,547.12,E,E1,1 year,RENT,54000,Not Verified,Dec-11,Fully Paid,debt_consolidation,300xx,GA,19.69,0,Aug-06,2,NA,9,0,15183,90.30%,12,0
4200,4200,4200, 36 months,11.71%,138.92,B,B3,2 years,RENT,53000,Not Verified,Dec-11,Fully Paid,other,403xx,MD,16.91,0,Dec-02,0,60,15,0,8336,79.70%,22,0
14000,14000,14000, 36 months,14.27%,480.33,C,C2,4 years,RENT,52800,Not Verified,Dec-11,Fully Paid,debt_consolidation,919xx,CA,7.36,0,Feb-05,1,NA,9,0,13378,70.80%,14,0
8875,8875,8875, 36 months,7.51%,276.11,A,A3,1 year,MORTGAGE,38000,Not Verified,Dec-11,Fully Paid,debt_consolidation,301xx,GA,23.53,0,Jun-93,1,NA,13,0,19056,62.10%,27,0
13500,13500,13500, 36 months,9.91%,435.04,B,B1,7 years,RENT,38000,Verified,Dec-11,Fully Paid,debt_consolidation,917xx,CA,12.38,0,May-97,1,NA,3,0,16023,67.30%,7,0
12000,12000,12000, 36 months,9.91%,386.7,B,B1,2 years,RENT,42000,Not Verified,Dec-11,Charged Off,debt_consolidation,553xx,MN,7.83,0,Jun-06,2,NA,8,0,9749,65.40%,16,0
16000,16000,15975, 60 months,19.91%,423.11,E,E4,4 years,RENT,55000,Verified,Dec-11,Fully Paid,debt_consolidation,993xx,WA,15.8,0,Feb-04,0,54,8,0,7743,72.40%,19,0
21600,21600,20498.26578, 60 months,19.42%,565.32,E,E3,8 years,MORTGAGE,60000,Source Verified,Dec-11,Fully Paid,debt_consolidation,312xx,GA,16.74,1,Dec-90,0,23,6,0,13354,78.10%,21,0
6000,6000,6000, 36 months,10.65%,195.44,B,B2,6 years,MORTGAGE,87000,Not Verified,Dec-11,Fully Paid,home_improvement,074xx,NJ,12.86,2,Mar-00,0,9,12,0,11739,40.50%,22,0
8450,8450,8425, 60 months,16.77%,208.97,D,D2,5 years,OWN,25000,Verified,Dec-11,Fully Paid,debt_consolidation,606xx,IL,22.51,0,Mar-04,2,NA,6,0,17614,83.50%,21,0
20000,20000,18590.33777, 60 months,13.49%,460.1,C,C1,1 year,RENT,82000,Not Verified,Dec-11,Fully Paid,credit_card,432xx,OH,17.68,0,Feb-95,0,NA,13,0,26693,61.40%,23,0
10000,10000,10000, 36 months,11.71%,330.76,B,B3,8 years,RENT,60000,Not Verified,Dec-11,Charged Off,debt_consolidation,921xx,CA,22.08,0,Jul-01,0,NA,8,0,5626,29.30%,26,0
12000,12000,12000, 36 months,16.29%,423.61,D,D1,5 years,MORTGAGE,80000,Verified,Dec-11,Fully Paid,credit_card,303xx,GA,18.18,0,Apr-02,0,NA,8,0,29609,97.20%,11,0
13475,13475,13450, 60 months,13.49%,309.99,C,C1,10+ years,RENT,25000,Verified,Dec-11,Charged Off,credit_card,917xx,CA,21.89,0,Dec-01,1,NA,7,0,9943,65.80%,14,0
7200,7200,7200, 36 months,12.42%,240.59,B,B4,5 years,RENT,48000,Not Verified,Dec-11,Fully Paid,major_purchase,602xx,IL,17.43,0,Sep-06,1,NA,7,0,16450,80.20%,10,0
5600,5600,5600, 36 months,14.65%,193.17,C,C3,1 year,MORTGAGE,85000,Not Verified,Dec-11,Charged Off,debt_consolidation,850xx,AZ,12.24,1,May-99,3,11,8,0,6812,90.80%,31,0
12000,12000,11975, 36 months,14.27%,411.71,C,C2,< 1 year,RENT,57000,Verified,Dec-11,Fully Paid,debt_consolidation,931xx,CA,10.86,0,Aug-98,1,NA,7,0,9273,81.50%,11,0
8500,8500,8500, 36 months,6.03%,258.71,A,A1,2 years,RENT,25000,Not Verified,Dec-11,Fully Paid,credit_card,216xx,MD,1.73,0,Oct-05,0,NA,6,0,2463,28%,18,0
8000,8000,8000, 36 months,9.91%,257.8,B,B1,2 years,RENT,34000,Source Verified,Dec-11,Fully Paid,credit_card,151xx,PA,18.28,0,Dec-05,0,NA,6,0,7434,78.50%,7,0
8000,8000,8000, 36 months,12.42%,267.33,B,B4,10+ years,RENT,40000,Not Verified,Dec-11,Fully Paid,credit_card,971xx,OR,15,0,May-04,0,NA,10,0,18601,88.20%,11,0
16000,16000,8150, 60 months,15.27%,382.92,C,C4,10+ years,RENT,42656.4,Source Verified,Dec-11,Fully Paid,debt_consolidation,305xx,GA,17.44,0,Oct-01,1,NA,4,0,12830,92.30%,17,0
15000,15000,15000, 36 months,17.27%,536.81,D,D3,2 years,MORTGAGE,44400,Source Verified,Dec-11,Fully Paid,house,334xx,FL,3.59,1,Jun-83,0,18,6,1,4582,91.60%,16,1
10000,10000,10000, 36 months,9.91%,322.25,B,B1,2 years,OWN,30000,Not Verified,Dec-11,Fully Paid,debt_consolidation,050xx,VT,11.24,0,Feb-95,1,NA,8,0,9152,66.80%,30,0
10000,10000,10000, 36 months,6.62%,307.04,A,A2,5 years,MORTGAGE,70000,Not Verified,Dec-11,Fully Paid,credit_card,129xx,NY,16.78,0,Aug-94,0,NA,9,0,10770,69%,18,0
8000,8000,8000, 36 months,14.65%,275.96,C,C3,3 years,RENT,28000,Not Verified,Dec-11,Fully Paid,car,925xx,CA,12.6,0,Sep-06,1,NA,8,0,6187,54.30%,11,0
22000,22000,22000, 36 months,9.91%,708.95,B,B1,2 years,MORTGAGE,50000,Verified,Dec-11,Fully Paid,debt_consolidation,483xx,MI,13.22,0,Sep-98,4,NA,17,0,21470,49.80%,32,0
6000,6000,6000, 36 months,14.27%,205.86,C,C2,10+ years,MORTGAGE,94800,Verified,Dec-11,Fully Paid,car,760xx,TX,24.53,0,Mar-86,1,NA,13,0,71890,95.90%,30,0
16000,16000,15975, 60 months,9.91%,339.25,B,B1,10+ years,OWN,40000,Verified,Dec-11,Fully Paid,debt_consolidation,329xx,FL,9.39,0,Jun-93,1,NA,6,0,13270,28.50%,23,0
2500,2500,2500, 36 months,7.51%,77.78,A,A3,n/a,OWN,12000,Source Verified,Dec-11,Charged Off,debt_consolidation,961xx,CA,16.3,0,Aug-94,2,NA,13,0,4853,42.20%,20,0
13500,13500,13500, 36 months,9.91%,435.04,B,B1,2 years,MORTGAGE,36000,Source Verified,Dec-11,Fully Paid,credit_card,200xx,DC,22.93,0,Apr-80,1,NA,13,0,25011,67.20%,15,0
25000,25000,25000, 36 months,12.42%,835.39,B,B4,2 years,RENT,225000,Verified,Dec-11,Fully Paid,debt_consolidation,085xx,NJ,8.32,1,Jul-04,0,13,11,0,30449,34.60%,23,0
10000,10000,10000, 36 months,13.49%,339.31,C,C1,2 years,RENT,45900,Verified,Dec-11,Fully Paid,small_business,951xx,CA,24.97,0,Oct-04,2,45,10,0,8936,48.30%,12,0
2500,2500,2500, 36 months,13.49%,84.83,C,C1,4 years,RENT,27200,Not Verified,Dec-11,Fully Paid,debt_consolidation,981xx,WA,6.44,0,Jul-08,0,NA,6,0,3473,68.10%,6,0
7325,7325,7325, 36 months,12.69%,245.72,B,B5,1 year,RENT,42000,Not Verified,Dec-11,Fully Paid,debt_consolidation,330xx,FL,22.57,0,May-96,3,65,12,0,7281,65%,29,0
4000,4000,4000, 36 months,12.42%,133.67,B,B4,5 years,RENT,135000,Verified,Dec-11,Fully Paid,credit_card,103xx,NY,12.12,0,Jan-04,3,NA,11,0,29311,85.70%,21,0
10000,10000,10000, 36 months,13.49%,339.31,C,C1,5 years,RENT,65000,Not Verified,Dec-11,Charged Off,small_business,927xx,CA,6.92,1,Dec-99,2,19,12,0,14292,69.50%,17,0
7750,7750,7750, 36 months,17.27%,277.36,D,D3,< 1 year,RENT,24000,Not Verified,Dec-11,Charged Off,debt_consolidation,601xx,IL,16.1,0,Sep-04,1,41,4,0,2348,67.10%,7,0
20000,20000,20000, 60 months,20.89%,539.84,F,F1,6 years,RENT,70000,Source Verified,Dec-11,Charged Off,debt_consolidation,334xx,FL,16.63,0,Nov-02,1,NA,10,0,10470,79.90%,24,0
9600,9600,9600, 36 months,12.42%,320.79,B,B4,10+ years,RENT,65000,Verified,Dec-11,Fully Paid,debt_consolidation,117xx,NY,11.65,0,Aug-02,0,NA,6,0,11279,70.90%,11,0
21000,21000,21000, 60 months,11.71%,464.07,B,B3,3 years,RENT,60000,Not Verified,Dec-11,Charged Off,debt_consolidation,931xx,CA,6.62,0,Dec-90,0,NA,7,0,10543,79.90%,11,0
14000,14000,14000, 36 months,10.65%,456.03,B,B2,3 years,RENT,30000,Source Verified,Dec-11,Fully Paid,credit_card,063xx,CT,15.52,0,Sep-06,0,NA,7,0,15542,65.60%,14,0
13350,13350,13350, 36 months,12.42%,446.1,B,B4,10+ years,RENT,43000,Not Verified,Dec-11,Fully Paid,debt_consolidation,920xx,CA,20.57,0,May-99,0,NA,7,0,11531,95.30%,15,0
15000,15000,15000, 36 months,16.77%,533.08,D,D2,10+ years,RENT,42000,Verified,Dec-11,Charged Off,debt_consolidation,543xx,WI,19.63,0,Aug-01,2,NA,10,0,8238,74.90%,38,0
15000,15000,15000, 36 months,17.27%,536.81,D,D3,8 years,RENT,75000,Source Verified,Dec-11,Charged Off,debt_consolidation,951xx,CA,16.03,0,Mar-91,0,48,10,0,13505,75.90%,17,0
11000,11000,10750, 60 months,13.49%,253.06,C,C1,10+ years,MORTGAGE,129000,Verified,Dec-11,Current,debt_consolidation,927xx,CA,10.94,0,Nov-97,0,80,10,0,1735,24.10%,31,0
35000,35000,35000, 36 months,10.65%,1140.07,B,B2,2 years,MORTGAGE,168000,Verified,Dec-11,Fully Paid,debt_consolidation,775xx,TX,3.17,1,Dec-02,1,22,16,0,1099,1.40%,22,0
9000,9000,9000, 36 months,10.65%,293.16,B,B2,9 years,MORTGAGE,74000,Source Verified,Dec-11,Fully Paid,credit_card,570xx,SD,8.89,0,Sep-98,0,NA,7,0,7388,71.70%,10,0
22475,22475,22425, 60 months,15.27%,537.87,C,C4,7 years,MORTGAGE,52000,Verified,Dec-11,Fully Paid,debt_consolidation,038xx,NH,15.23,0,Sep-89,1,NA,7,0,18554,61.80%,23,0
16000,16000,16000, 36 months,12.69%,536.72,B,B5,1 year,RENT,58500,Source Verified,Dec-11,Charged Off,debt_consolidation,606xx,IL,20.64,0,Sep-94,0,NA,8,0,26224,89.30%,10,0
13500,13500,13500, 36 months,12.69%,452.86,B,B5,5 years,RENT,71000,Source Verified,Dec-11,Fully Paid,debt_consolidation,221xx,VA,11.97,0,Dec-98,2,NA,4,0,6681,77.70%,11,0
24000,24000,24000, 36 months,12.69%,805.08,B,B5,10+ years,RENT,75000,Verified,Dec-11,Fully Paid,debt_consolidation,985xx,WA,11.6,0,May-96,0,NA,10,0,21609,84.60%,33,0
12000,12000,12000, 36 months,10.65%,390.88,B,B2,5 years,RENT,60000,Not Verified,Dec-11,Fully Paid,credit_card,920xx,CA,10.84,0,Jun-02,1,NA,12,0,11849,48.80%,18,0
8400,8400,8150, 60 months,16.77%,207.73,D,D2,5 years,RENT,87996,Not Verified,Dec-11,Fully Paid,major_purchase,113xx,NY,11.35,0,Sep-03,0,NA,8,0,9551,80.30%,13,0
28000,28000,27975, 60 months,17.58%,704.64,D,D4,5 years,MORTGAGE,140000,Verified,Dec-11,Fully Paid,home_improvement,275xx,NC,12.07,0,Jul-06,1,NA,13,0,2686,13.40%,24,0
14000,14000,14000, 36 months,6.62%,429.86,A,A2,10+ years,RENT,66000,Source Verified,Dec-11,Fully Paid,debt_consolidation,236xx,VA,11.15,0,Sep-99,1,NA,7,0,12095,35.40%,46,0
12000,12000,12000, 36 months,14.27%,411.71,C,C2,8 years,MORTGAGE,70000,Not Verified,Dec-11,Charged Off,other,148xx,NY,8.4,0,Aug-05,1,NA,7,0,11546,86.20%,12,0
25000,25000,25000, 36 months,11.71%,826.9,B,B3,10+ years,MORTGAGE,1e+05,Verified,Dec-11,Fully Paid,debt_consolidation,028xx,RI,6.88,0,Dec-86,1,NA,8,0,21128,89.10%,18,0
9000,9000,9000, 36 months,12.69%,301.91,B,B5,5 years,RENT,50000,Source Verified,Dec-11,Fully Paid,debt_consolidation,115xx,NY,17.81,0,Dec-01,1,NA,13,0,12752,55.40%,21,0
13250,13250,13250, 36 months,10.65%,431.6,B,B2,4 years,RENT,35000,Not Verified,Dec-11,Fully Paid,debt_consolidation,450xx,OH,24.93,0,Oct-02,2,NA,11,0,13392,58.70%,25,0
20000,20000,20000, 36 months,13.49%,678.61,C,C1,6 years,RENT,75000,Verified,Dec-11,Fully Paid,debt_consolidation,921xx,CA,22.38,0,Nov-98,1,NA,7,0,19548,90.80%,17,0
3000,3000,3000, 36 months,14.65%,103.49,C,C3,5 years,RENT,71000,Verified,Dec-11,Fully Paid,medical,532xx,WI,21.84,0,Nov-03,1,59,4,0,15072,88.70%,14,0
7350,7350,7350, 36 months,10.65%,239.42,B,B2,10+ years,MORTGAGE,48000,Not Verified,Dec-11,Fully Paid,debt_consolidation,729xx,AR,11.93,0,Feb-06,0,NA,5,0,15587,77.50%,5,0
11500,11500,11500, 36 months,15.27%,400.18,C,C4,5 years,RENT,36000,Not Verified,Dec-11,Fully Paid,debt_consolidation,321xx,FL,21.1,0,Aug-98,1,54,7,0,8969,76.70%,14,0
13650,13650,13650, 36 months,12.42%,456.12,B,B4,10+ years,MORTGAGE,86000,Not Verified,Dec-11,Charged Off,debt_consolidation,913xx,CA,12.29,0,May-94,1,NA,12,0,16140,73.40%,34,0
10500,10500,10500, 36 months,16.29%,370.66,D,D1,3 years,RENT,30000,Source Verified,Dec-11,Charged Off,debt_consolidation,959xx,CA,15,0,Nov-07,1,NA,7,0,5379,55.50%,8,0
12000,12000,11975, 36 months,9.91%,386.7,B,B1,2 years,RENT,60000,Not Verified,Dec-11,Fully Paid,debt_consolidation,941xx,CA,15.5,0,Jun-03,0,NA,7,0,12168,85.70%,21,0
6000,6000,6000, 36 months,8.90%,190.52,A,A5,3 years,RENT,34000,Not Verified,Dec-11,Fully Paid,credit_card,432xx,OH,14.51,0,Nov-04,2,NA,9,0,13683,64.80%,16,0
11500,11500,11500, 36 months,15.27%,400.18,C,C4,10+ years,MORTGAGE,44200,Verified,Dec-11,Fully Paid,credit_card,955xx,CA,21.69,0,Aug-04,1,NA,9,0,13147,90%,11,0
7000,7000,7000, 36 months,12.42%,233.91,B,B4,7 years,MORTGAGE,82000,Not Verified,Dec-11,Fully Paid,debt_consolidation,217xx,MD,12,0,Jun-02,1,79,6,0,25334,71.60%,31,0
29500,29500,28513.45925, 60 months,20.30%,786.51,E,E5,6 years,MORTGAGE,83000,Source Verified,Dec-11,Fully Paid,debt_consolidation,880xx,NM,20.93,0,Dec-90,0,NA,12,0,22087,89.80%,35,0
2000,2000,2000, 36 months,15.27%,69.6,C,C4,2 years,RENT,41000,Verified,Dec-11,Fully Paid,moving,770xx,TX,17.74,0,Jun-04,1,NA,7,0,18115,96.40%,11,0
11625,11625,11625, 36 months,13.49%,394.45,C,C1,< 1 year,MORTGAGE,36000,Source Verified,Dec-11,Fully Paid,credit_card,660xx,KS,19.33,0,Feb-93,1,NA,17,0,19979,84.70%,31,0
15075,15075,15075, 36 months,14.27%,517.21,C,C2,10+ years,RENT,35000,Verified,Dec-11,Charged Off,debt_consolidation,770xx,TX,20.16,0,Aug-00,1,NA,7,0,10570,89.60%,14,0
5300,5300,5300, 36 months,15.27%,184.43,C,C4,1 year,RENT,30000,Verified,Dec-11,Fully Paid,credit_card,062xx,CT,24.88,0,Jun-05,2,NA,11,0,7855,82.70%,13,0
8200,8200,8200, 36 months,6.62%,251.77,A,A2,< 1 year,RENT,40000,Source Verified,Dec-11,Fully Paid,home_improvement,193xx,PA,11.1,0,Oct-00,1,NA,7,0,2573,25.50%,11,0
12000,12000,12000, 36 months,12.42%,400.99,B,B4,9 years,MORTGAGE,105000,Not Verified,Dec-11,Fully Paid,credit_card,750xx,TX,13.98,0,Nov-91,1,65,10,0,11243,75%,25,0
8650,8650,8650, 36 months,14.27%,296.78,C,C2,4 years,MORTGAGE,45000,Source Verified,Dec-11,Fully Paid,credit_card,335xx,FL,7.6,0,May-05,2,44,14,0,6602,58.90%,23,0
21000,11800,11500, 60 months,17.27%,294.98,D,D3,10+ years,MORTGAGE,109000,Verified,Dec-11,Current,debt_consolidation,070xx,NJ,7.75,0,Dec-73,0,NA,9,0,25435,50.30%,16,0
16000,16000,16000, 60 months,17.27%,399.97,D,D3,2 years,RENT,50000,Source Verified,Dec-11,Current,debt_consolidation,761xx,TX,11.04,0,May-01,0,64,10,0,15788,42.20%,16,0
12000,12000,11975, 36 months,12.42%,400.99,B,B4,2 years,RENT,83000,Not Verified,Dec-11,Fully Paid,debt_consolidation,941xx,CA,11.81,0,Aug-01,2,52,14,0,16550,51.10%,61,0
9500,9500,9500, 36 months,12.69%,318.68,B,B5,< 1 year,MORTGAGE,52500,Source Verified,Dec-11,Charged Off,moving,921xx,CA,23.54,0,Jul-99,2,NA,14,0,23729,75.30%,42,0
7400,7400,7400, 36 months,13.49%,251.09,C,C1,< 1 year,OWN,25000,Source Verified,Dec-11,Fully Paid,debt_consolidation,857xx,AZ,8.45,0,Mar-90,0,NA,5,0,5199,92.80%,13,0
14400,14400,14400, 36 months,13.49%,488.6,C,C1,10+ years,MORTGAGE,60000,Not Verified,Dec-11,Fully Paid,debt_consolidation,334xx,FL,16.92,0,Mar-96,1,57,15,0,23317,65%,26,0
24250,18100,18075, 60 months,23.91%,519.76,G,G4,7 years,MORTGAGE,120000,Verified,Dec-11,Fully Paid,debt_consolidation,850xx,AZ,12.96,0,Apr-00,3,NA,7,0,31992,99%,20,0
7200,7200,7200, 36 months,7.90%,225.29,A,A4,3 years,RENT,68000,Source Verified,Dec-11,Charged Off,debt_consolidation,306xx,GA,7.98,0,Jan-02,0,NA,5,0,8783,82.90%,14,0
26000,26000,25975, 60 months,16.77%,642.96,D,D2,10+ years,MORTGAGE,53000,Verified,Dec-11,Charged Off,home_improvement,271xx,NC,11.77,0,Sep-98,1,NA,5,0,7560,72.70%,14,0
7000,7000,6975, 60 months,11.71%,154.69,B,B3,6 years,MORTGAGE,69600,Verified,Dec-11,Charged Off,credit_card,981xx,WA,26.22,0,Oct-79,0,NA,10,0,45449,90.90%,23,0
4000,4000,4000, 36 months,7.51%,124.45,A,A3,< 1 year,RENT,65000,Source Verified,Dec-11,Fully Paid,major_purchase,902xx,CA,18.17,0,Oct-02,0,NA,10,0,10032,50.70%,24,0
1500,1500,1500, 36 months,17.27%,53.69,D,D3,10+ years,MORTGAGE,144000,Verified,Dec-11,Fully Paid,debt_consolidation,900xx,CA,8.23,1,Dec-96,0,14,6,0,14186,97.80%,14,0
19600,19600,19600, 36 months,12.42%,654.94,B,B4,2 years,RENT,75000,Verified,Dec-11,Fully Paid,credit_card,142xx,NY,11.62,0,Sep-06,0,NA,8,0,20355,50.10%,12,0
2500,2500,2500, 36 months,11.71%,82.69,B,B3,7 years,MORTGAGE,29000,Verified,Dec-11,Fully Paid,debt_consolidation,850xx,AZ,18.7,0,Sep-05,0,63,5,0,2668,66.70%,13,0
10000,10000,10000, 36 months,12.69%,335.45,B,B5,2 years,RENT,70000,Not Verified,Dec-11,Charged Off,credit_card,956xx,CA,2.69,0,Oct-00,0,NA,5,0,6035,70.20%,6,0
10000,10000,10000, 36 months,6.62%,307.04,A,A2,5 years,RENT,45000,Not Verified,Dec-11,Fully Paid,credit_card,441xx,OH,26.85,0,Jun-81,0,NA,15,0,10133,70.40%,40,0
4225,4225,4225, 36 months,12.42%,141.18,B,B4,5 years,MORTGAGE,55200,Not Verified,Dec-11,Fully Paid,other,983xx,WA,17.61,0,Dec-02,1,NA,6,0,4055,73.70%,12,0
3500,3500,3500, 36 months,7.90%,109.52,A,A4,7 years,MORTGAGE,61440,Not Verified,Dec-11,Fully Paid,vacation,945xx,CA,6.46,1,Jan-97,0,9,6,0,15472,55.50%,19,0
12000,12000,12000, 36 months,6.62%,368.45,A,A2,10+ years,MORTGAGE,56000,Not Verified,Dec-11,Fully Paid,debt_consolidation,330xx,FL,13.65,0,May-00,0,NA,7,0,9873,80.30%,21,0
16500,16500,16500, 36 months,8.90%,523.93,A,A5,< 1 year,RENT,47000,Source Verified,Dec-11,Fully Paid,debt_consolidation,604xx,IL,9.06,0,Mar-01,1,NA,6,0,13917,38.80%,24,0
22000,22000,21975, 60 months,21.67%,603.5,F,F3,< 1 year,RENT,55000,Verified,Dec-11,Fully Paid,debt_consolidation,985xx,WA,15.62,0,Apr-01,1,NA,9,0,20154,79.40%,27,0
12000,12000,12000, 36 months,14.65%,413.94,C,C3,1 year,RENT,71000,Verified,Dec-11,Fully Paid,credit_card,672xx,KS,14.87,0,Jun-99,2,NA,15,0,17972,71%,38,0
15600,15600,15600, 60 months,12.69%,352.48,B,B5,10+ years,RENT,50000,Source Verified,Dec-11,Charged Off,vacation,109xx,NY,5.78,0,Jun-03,1,NA,8,0,8079,35.70%,11,0
10800,10800,10800, 36 months,12.42%,360.89,B,B4,8 years,RENT,135000,Verified,Dec-11,Fully Paid,credit_card,917xx,CA,12.12,0,Oct-02,0,NA,14,0,18467,74.50%,23,0
14000,14000,14000, 36 months,12.42%,467.82,B,B4,10+ years,MORTGAGE,63000,Not Verified,Dec-11,Fully Paid,credit_card,300xx,GA,7.35,0,Nov-93,0,NA,5,0,17212,97.80%,19,0
18825,18825,18800, 60 months,17.58%,473.75,D,D4,4 years,MORTGAGE,44000,Verified,Dec-11,Current,debt_consolidation,113xx,NY,24.98,0,Jan-00,0,65,9,0,14092,93.20%,20,0
6000,6000,6000, 36 months,13.49%,203.59,C,C1,5 years,MORTGAGE,50000,Not Verified,Dec-11,Fully Paid,debt_consolidation,880xx,NM,15.58,0,May-03,1,49,8,0,7361,83.60%,14,0
12000,12000,12000, 36 months,9.91%,386.7,B,B1,5 years,RENT,80000,Not Verified,Dec-11,Fully Paid,debt_consolidation,752xx,TX,14.83,0,Oct-00,0,NA,11,0,17536,67.70%,21,0
10000,10000,10000, 36 months,12.42%,334.16,B,B4,4 years,RENT,45000,Not Verified,Dec-11,Fully Paid,debt_consolidation,981xx,WA,10.45,0,Feb-05,0,NA,14,0,10177,51.60%,19,0
8000,8000,8000, 36 months,7.90%,250.33,A,A4,2 years,RENT,78000,Not Verified,Dec-11,Fully Paid,vacation,112xx,NY,6.09,0,Jan-06,1,NA,16,0,15988,55.90%,31,0
14125,14125,14125, 36 months,9.91%,455.18,B,B1,1 year,RENT,33000,Verified,Dec-11,Fully Paid,debt_consolidation,972xx,OR,23.13,0,Dec-97,3,NA,12,0,19472,66%,20,0
14000,14000,14000, 36 months,12.69%,469.63,B,B5,5 years,RENT,62800,Not Verified,Dec-11,Fully Paid,debt_consolidation,980xx,WA,19.24,0,Nov-94,1,NA,10,0,13579,64.50%,18,0
13200,8975,8975, 60 months,17.27%,224.36,D,D3,3 years,RENT,26400,Source Verified,Dec-11,Fully Paid,small_business,770xx,TX,9.64,0,Nov-06,3,NA,8,0,7411,50.10%,12,0
4000,4000,4000, 36 months,19.03%,146.69,E,E2,10+ years,MORTGAGE,80000,Not Verified,Dec-11,Fully Paid,vacation,275xx,NC,20.59,1,Jul-97,2,15,30,0,6654,22.60%,56,0
4000,4000,4000, 36 months,12.69%,134.18,B,B5,2 years,RENT,25000,Not Verified,Dec-11,Charged Off,debt_consolidation,802xx,CO,6.86,0,Feb-05,3,NA,5,0,8546,79.70%,13,0
10500,10500,10500, 36 months,6.03%,319.58,A,A1,10+ years,MORTGAGE,65000,Source Verified,Dec-11,Fully Paid,debt_consolidation,760xx,TX,10.36,0,Nov-81,0,NA,8,0,10729,18.70%,16,0
5500,5500,5500, 36 months,7.90%,172.1,A,A4,10+ years,OWN,59000,Source Verified,Dec-11,Fully Paid,car,187xx,PA,6.65,0,Oct-91,0,35,10,1,9130,43.30%,23,0
7350,7350,7350, 36 months,11.71%,243.11,B,B3,1 year,RENT,33000,Verified,Dec-11,Fully Paid,debt_consolidation,917xx,CA,22.51,0,May-98,1,NA,13,0,24782,77.90%,23,0
10000,10000,10000, 36 months,12.42%,334.16,B,B4,10+ years,RENT,39000,Source Verified,Dec-11,Charged Off,credit_card,630xx,MO,18.31,0,Aug-98,1,NA,7,0,11691,90.60%,19,0
12000,12000,12000, 36 months,7.51%,373.33,A,A3,10+ years,RENT,42000,Not Verified,Dec-11,Fully Paid,debt_consolidation,435xx,OH,10.74,0,Jun-94,1,NA,7,0,18913,43%,17,0
5000,5000,5000, 60 months,11.71%,110.5,B,B3,5 years,MORTGAGE,38004,Not Verified,Dec-11,Fully Paid,home_improvement,488xx,MI,23.78,0,Nov-06,0,NA,12,0,10023,57.30%,17,0
8000,8000,8000, 60 months,11.71%,176.79,B,B3,3 years,OWN,31000,Source Verified,Dec-11,Fully Paid,other,972xx,OR,16.22,0,Mar-06,3,NA,13,0,2751,34.40%,29,0
4500,4500,4500, 36 months,8.90%,142.89,A,A5,10+ years,MORTGAGE,50700,Verified,Dec-11,Fully Paid,other,287xx,NC,23.43,0,Sep-96,0,NA,10,0,9127,24.40%,20,0
18000,18000,17975, 36 months,12.42%,601.48,B,B4,1 year,OWN,75000,Verified,Dec-11,Fully Paid,credit_card,705xx,LA,12.51,0,Apr-91,2,NA,9,0,14810,66.10%,27,0
12300,12300,12300, 60 months,13.49%,282.96,C,C1,2 years,MORTGAGE,30000,Source Verified,Dec-11,Current,debt_consolidation,592xx,MT,12.76,0,Nov-02,1,NA,8,0,10981,55.50%,12,0
12000,12000,12000, 36 months,13.49%,407.17,C,C1,6 years,RENT,40000,Not Verified,Dec-11,Fully Paid,debt_consolidation,318xx,GA,15.72,0,Aug-99,0,77,8,0,10790,80.50%,13,0
